,ZZEX_TREND_PERIOD1,ZZEX_TREND_PERIOD2,ZZEX_TREND_ENTITY,ZZEX_TREND_ID,ZZEX_TREND_RISK_ID,ZZEX_TREND_RISK_T_P1,ZZEX_TREND_RISK_T_P2,ZZEX_TREND_RISK_STATUS_P1,ZZEX_TREND_RISK_STATUS_P2,ZZEX_TREND_RISK_CHANGE_BY_P1,ZZEX_TREND_RISK_CHANGE_BY_P2,ZZEX_TREND_RISK_CHANGE_ON_P1,ZZEX_TREND_RISK_CHANGE_ON_P2,ZZEX_TREND_REP_CONTROL_ID_P1,ZZEX_TREND_REP_CONTROL_ID_P2,ZZEX_TREND_REFCRISK_P1,ZZEX_TREND_REFCRISK_P2,ZZEX_TREND_DISTRIB_METHOD_P1,ZZEX_TREND_DISTRIB_METHOD_P2,ZZEX_TREND_DISTRIB_T_METHOD_P1,ZZEX_TREND_DISTRIB_T_METHOD_P2,ZZEX_TREND_RISK_IS_LOCAL_P1,ZZEX_TREND_ORG_P1,ZZEX_TREND_ORG_P2,ZZEX_TREND_ORG_T_P1,ZZEX_TREND_ORG_T_P2,ZZEX_TREND_PARENT_OBJTYPE_P1,ZZEX_TREND_PARENT_OBJTYPE_P2,ZZEX_TREND_RISK_OWN_P1,ZZEX_TREND_RISK_OWN_P2,ZZEX_TREND_RISK_TYPE_P1,ZZEX_TREND_RISK_TYPE_P2,ZZEX_TREND_RISK_TYPE_T_P1,ZZEX_TREND_RISK_TYPE_T_P2,ZZEX_TREND_RISK_VALID_FROM_P1,ZZEX_TREND_RISK_VALID_FROM_P2,ZZEX_TREND_RISK_VALID_TO_P1,ZZEX_TREND_RISK_VALID_TO_P2,ZZEX_TREND_ANA_INH_IML_P1,ZZEX_TREND_ANA_INH_IML_P2,ZZEX_TREND_ANA_INH_IML_T_P1,ZZEX_TREND_ANA_INH_IML_T_P2,ZZEX_TREND_ANA_INH_IMS_P1,ZZEX_TREND_ANA_INH_IMS_P2,ZZEX_TREND_ANA_INH_PRB_P1,ZZEX_TREND_ANA_INH_PRB_P2,ZZEX_TREND_ANA_INH_PRL_P1,ZZEX_TREND_ANA_INH_PRL_P2,ZZEX_TREND_ANA_INH_PRL_T_P1,ZZEX_TREND_ANA_INH_PRL_T_P2,ZZEX_TREND_ANA_INH_PRS_P1,ZZEX_TREND_ANA_INH_PRS_P2,ZZEX_TREND_ANA_INH_RSL_P1,ZZEX_TREND_ANA_INH_RSL_P2,ZZEX_TREND_ANA_INH_RSL_T_P1,ZZEX_TREND_ANA_INH_RSL_T_P2,ZZEX_TREND_ANA_INH_RSS_P1,ZZEX_TREND_ANA_INH_RSS_P2,ZZEX_TREND_ANA_RSA_IML_P1,ZZEX_TREND_ANA_RSA_IML_P2,ZZEX_TREND_ANA_RSA_IML_T_P1,ZZEX_TREND_ANA_RSA_IML_T_P2,ZZEX_TREND_ANA_RSA_IMS_P1,ZZEX_TREND_ANA_RSA_IMS_P2,ZZEX_TREND_ANA_RSA_PRB_P1,ZZEX_TREND_ANA_RSA_PRB_P2,ZZEX_TREND_ANA_RSA_PRL_P1,ZZEX_TREND_ANA_RSA_PRL_P2,ZZEX_TREND_ANA_RSA_PRL_T_P1,ZZEX_TREND_ANA_RSA_PRL_T_P2,ZZEX_TREND_ANA_RSA_PRS_P1,ZZEX_TREND_ANA_RSA_PRS_P2,ZZEX_TREND_ANA_RSA_RSL_P1,ZZEX_TREND_ANA_RSA_RSL_P2,ZZEX_TREND_ANA_RSA_RSL_T_P1,ZZEX_TREND_ANA_RSA_RSL_T_P2,ZZEX_TREND_ANA_RSA_RSS_P1,ZZEX_TREND_ANA_RSA_RSS_P2,ZZEX_TREND_ANA_RSP_IML_P1,ZZEX_TREND_ANA_RSP_IML_P2,ZZEX_TREND_ANA_RSP_IML_T_P1,ZZEX_TREND_ANA_RSP_IML_T_P2,ZZEX_TREND_ANA_RSP_IMS_P1,ZZEX_TREND_ANA_RSP_IMS_P2,ZZEX_TREND_ANA_RSP_PRB_P1,ZZEX_TREND_ANA_RSP_PRB_P2,ZZEX_TREND_ANA_RSP_PRL_P1,ZZEX_TREND_ANA_RSP_PRL_P2,ZZEX_TREND_ANA_RSP_PRL_T_P1,ZZEX_TREND_ANA_RSP_PRL_T_P2,ZZEX_TREND_ANA_RSP_PRS_P1,ZZEX_TREND_ANA_RSP_PRS_P2,ZZEX_TREND_ANA_RSP_RSL_P1,ZZEX_TREND_ANA_RSP_RSL_P2,ZZEX_TREND_ANA_RSP_RSL_T_P1,ZZEX_TREND_ANA_RSP_RSL_T_P2,ZZEX_TREND_ANA_RSP_RSS_T_P1,ZZEX_TREND_ANA_RSP_RSS_T_P2,ZZEX_TREND_RISK_RISK_LEVEL_P1,ZZEX_TREND_RISK_RISK_LEVEL_P2,ZZEX_TREND_RISK_RISK_LEVEL_TP1,ZZEX_TREND_RISK_RISK_LEVEL_TP2,ODQ_CHANGEMODE,ODQ_ENTITYCNTR,LOAD_DATE
1608,1/01/2021,1/07/2021,RS,,50014044,Increased safety risk on Project,Increased safety risk on Project,Active,Active,20032142,20032142,11/08/2020,11/08/2020,,,50003177,50003177,X,X,Copy,Copy,X,50009434,50009434,,,ORGUNIT,ORGUNIT,20017592,20017592,0BOWTIE,0BOWTIE,Operational,,16/06/2020,16/06/2020,31/12/9999,31/12/9999,4,4,Major,Major,80,80,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,72,72,3,3,Moderate,Moderate,60.25,60.25,65,65,65,65,Likely,Likely,0.65,0.65,H,H,High,High,39.1625,39.1625,3,3,Moderate,Moderate,54.75,54.75,56,56,56,56,Possible,,0.56,0.56,H,H,High,High,30.66,30.66,H,H,High,High,,0,59:03.4
1609,1/01/2021,1/07/2021,RS,,50014045,Impact of Municipal elections,Impact of Municipal elections,Draft,Draft,20032142,20032142,25/06/2020,25/06/2020,,,50000758,50000758,X,X,Copy,Copy,X,50009434,50009434,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,16/06/2020,16/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1610,1/01/2021,1/07/2021,RS,,50014046,Interfering officials and random interpr,Interfering officials and random interpr,Active,Active,20032142,20032142,12/08/2020,12/08/2020,,,50000758,50000758,X,X,Copy,Copy,X,50009434,50009434,,,ORGUNIT,ORGUNIT,20083465,20083465,0BOWTIE,0BOWTIE,Operational,,16/06/2020,16/06/2020,31/12/9999,31/12/9999,4,4,Major,Major,80,80,40,40,40,40,Possible,Possible,0.4,0.4,VH,VH,Very High,Very High,32,32,3,3,Moderate,Moderate,59.5,59.5,7.75,7.75,7,7,Rare,Rare,0.0775,0.0775,M,M,Medium,Medium,4.61125,4.61125,3,3,Moderate,Moderate,59.5,59.5,7.75,7.75,7,7,Rare,,0.0775,0.0775,M,M,Medium,Medium,4.61125,4.61125,M,M,Medium,Medium,,0,59:03.4
1611,1/01/2021,1/07/2021,RS,,50014073,Ext TAT to resolve site queries & TQNs,Ext TAT to resolve site queries & TQNs,Active,Active,20113407,20113407,10/05/2021,10/05/2021,,,50000758,50000758,X,X,Copy,Copy,X,50010779,50010779,,,ORGUNIT,ORGUNIT,20080624,20080624,0BOWTIE,0BOWTIE,Operational,,17/06/2020,17/06/2020,31/12/9999,31/12/9999,2,2,Minor,Minor,20,20,40,40,40,40,Possible,Possible,0.4,0.4,M,M,Medium,Medium,8,8,2,2,Minor,Minor,20,20,36.5,36.5,36,36,Possible,Possible,0.365,0.365,M,M,Medium,Medium,7.3,7.3,2,2,Minor,Minor,20,20,32.5,32.5,32,32,Unlikely,,0.325,0.325,L,L,Low,Low,6.5,6.5,M,M,Medium,Medium,,0,59:03.4
1612,1/01/2021,1/07/2021,RS,,50014074,Delayed appointment of Contractors,Delayed appointment of Contractors,Active,Active,20113407,20113407,13/07/2021,13/07/2021,,,50000758,50000758,X,X,Copy,Copy,X,50010779,50010779,,,ORGUNIT,ORGUNIT,20080624,20080624,0BOWTIE,0BOWTIE,Operational,,17/06/2020,17/06/2020,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,80,80,5,5,Catastrophic,Catastrophic,100,100,57.5,57.75,57,57,Possible,Possible,0.575,0.5775,VH,VH,Very High,Very High,57.5,57.75,5,5,Catastrophic,Catastrophic,100,100,46.5,57.75,46,57,Possible,,0.465,0.5775,VH,VH,Very High,Very High,46.5,57.75,VH,VH,Very High,Very High,,0,59:03.4
1613,1/01/2021,1/07/2021,RS,,50014080,Counterparty risk (key contractors),Counterparty risk (key contractors),Active,Active,20046082,20046082,14/04/2021,14/04/2021,,,50000819,50000819,X,X,Copy,Copy,X,50006005,50006005,,,ORGUNIT,ORGUNIT,4137102,4137102,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,4,5,Major,Catastrophic,80,85,85,85,85,85,Almost Certain,Almost Certain,0.85,0.85,VH,VH,Very High,Very High,68,72.25,4,5,Major,Catastrophic,80,85,62,62,62,62,Likely,Likely,0.62,0.62,VH,VH,Very High,Very High,49.6,52.7,4,5,Major,Catastrophic,80,85,57,57,57,57,Possible,,0.57,0.57,VH,VH,Very High,Very High,45.6,48.45,VH,VH,Very High,Very High,,0,59:03.4
1614,1/01/2021,1/07/2021,RS,,50014082,Design changes (Geotech),Design changes (Geotech),Active,Active,20116176,20116176,10/07/2020,10/07/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,20,20,20,20,Unlikely,Unlikely,0.2,0.2,M,M,Medium,Medium,12,12,3,3,Moderate,Moderate,60,60,20,20,20,20,Unlikely,Unlikely,0.2,0.2,M,M,Medium,Medium,12,12,3,3,Moderate,Moderate,60,60,20,20,20,20,Unlikely,,0.2,0.2,M,M,Medium,Medium,12,12,M,M,Medium,Medium,,0,59:03.4
1615,1/01/2021,1/07/2021,RS,,50014083,Centrifuge CVD,Centrifuge CVD,Draft,Draft,20116176,20116176,18/06/2020,18/06/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,35,35,35,35,Unlikely,Unlikely,0.35,0.35,M,M,Medium,Medium,21,21,3,3,Moderate,Moderate,60,60,35,35,35,35,Unlikely,Unlikely,0.35,0.35,M,M,Medium,Medium,21,21,3,3,Moderate,Moderate,60,60,35,35,35,35,Unlikely,,0.35,0.35,M,M,Medium,Medium,21,21,M,M,Medium,Medium,,0,59:03.4
1616,1/01/2021,1/07/2021,RS,,50014084,Uncontrolled fabrication,Uncontrolled fabrication,Active,Active,20116176,20116176,10/07/2020,10/07/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,2,2,Minor,Minor,36,36,5,5,5,5,Rare,Rare,0.05,0.05,L,L,Low,Low,1.8,1.8,2,2,Minor,Minor,36,36,5,5,5,5,Rare,Rare,0.05,0.05,L,L,Low,Low,1.8,1.8,2,2,Minor,Minor,36,36,5,5,5,5,Rare,,0.05,0.05,L,L,Low,Low,1.8,1.8,L,L,Low,Low,,0,59:03.4
1617,1/01/2021,1/07/2021,RS,,50014085,Contractor appointment (procurement),Contractor appointment (procurement),Draft,Draft,20116176,20116176,18/06/2020,18/06/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,36,36,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,36,36,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,,0.6,0.6,H,H,High,High,36,36,H,H,High,High,,0,59:03.4
1618,1/01/2021,1/07/2021,RS,,50014086,Contractor appointment (construction),Contractor appointment (construction),Active,Active,20116176,20116176,10/07/2020,10/07/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,24,24,3,3,Moderate,Moderate,60,60,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,24,24,3,3,Moderate,Moderate,60,60,40,40,40,40,Possible,,0.4,0.4,H,H,High,High,24,24,H,H,High,High,,0,59:03.4
1619,1/01/2021,1/07/2021,RS,,50014087,Design Changes (Steel Supply),Design Changes (Steel Supply),Active,Active,20116176,20116176,10/07/2020,10/07/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,10,10,10,10,Rare,Rare,0.1,0.1,M,M,Medium,Medium,6,6,3,3,Moderate,Moderate,60,60,10,10,10,10,Rare,Rare,0.1,0.1,M,M,Medium,Medium,6,6,3,3,Moderate,Moderate,60,60,10,10,10,10,Rare,,0.1,0.1,M,M,Medium,Medium,6,6,M,M,Medium,Medium,,0,59:03.4
1620,1/01/2021,1/07/2021,RS,,50014088,Delivery Delay (Shipping),Delivery Delay (Shipping),Draft,Draft,20116176,20116176,18/06/2020,18/06/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,2,2,Minor,Minor,36,36,60,60,60,60,Possible,Possible,0.6,0.6,M,M,Medium,Medium,21.6,21.6,2,2,Minor,Minor,36,36,60,60,60,60,Possible,Possible,0.6,0.6,M,M,Medium,Medium,21.6,21.6,2,2,Minor,Minor,36,36,60,60,60,60,Possible,,0.6,0.6,M,M,Medium,Medium,21.6,21.6,M,M,Medium,Medium,,0,59:03.4
1621,1/01/2021,1/07/2021,RS,,50014089,Site Establishment Delay (KBC Facility),Site Establishment Delay (KBC Facility),Draft,Draft,20116176,20116176,18/06/2020,18/06/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,2,2,Minor,Minor,36,36,10,10,10,10,Rare,Rare,0.1,0.1,L,L,Low,Low,3.6,3.6,2,2,Minor,Minor,36,36,10,10,10,10,Rare,Rare,0.1,0.1,L,L,Low,Low,3.6,3.6,2,2,Minor,Minor,36,36,10,10,10,10,Rare,,0.1,0.1,L,L,Low,Low,3.6,3.6,L,L,Low,Low,,0,59:03.4
1622,1/01/2021,1/07/2021,RS,,50014090,Delay Permitting Equipment,Delay Permitting Equipment,Draft,Draft,20116176,20116176,18/06/2020,18/06/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,2,2,Minor,Minor,36,36,60,60,60,60,Possible,Possible,0.6,0.6,M,M,Medium,Medium,21.6,21.6,2,2,Minor,Minor,36,36,60,60,60,60,Possible,Possible,0.6,0.6,M,M,Medium,Medium,21.6,21.6,2,2,Minor,Minor,36,36,60,60,60,60,Possible,,0.6,0.6,M,M,Medium,Medium,21.6,21.6,M,M,Medium,Medium,,0,59:03.4
1623,1/01/2021,1/07/2021,RS,,50014091,Labour not on site (general concerns),Labour not on site (general concerns),Draft,Draft,20116176,20116176,18/06/2020,18/06/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,80,80,80,80,Likely,Likely,0.8,0.8,H,H,High,High,48,48,3,3,Moderate,Moderate,60,60,80,80,80,80,Likely,Likely,0.8,0.8,H,H,High,High,48,48,3,3,Moderate,Moderate,60,60,80,80,80,80,Likely,,0.8,0.8,H,H,High,High,48,48,H,H,High,High,,0,59:03.4
1624,1/01/2021,1/07/2021,RS,,50014092,Commissioning delay (ROM material),Commissioning delay (ROM material),Active,Active,20116176,20116176,10/07/2020,10/07/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,18/06/2020,18/06/2020,31/12/9999,31/12/9999,1,1,Insignificant,Insignificant,11,11,10,10,10,10,Rare,Rare,0.1,0.1,L,L,Low,Low,1.1,1.1,1,1,Insignificant,Insignificant,11,11,10,10,10,10,Rare,Rare,0.1,0.1,L,L,Low,Low,1.1,1.1,1,1,Insignificant,Insignificant,11,11,10,10,10,10,Rare,,0.1,0.1,L,L,Low,Low,1.1,1.1,L,L,Low,Low,,0,59:03.4
1625,1/01/2021,1/07/2021,RS,,50014094,Redesign (Power factor correction),Redesign (Power factor correction),Active,Active,20116176,20116176,10/07/2020,10/07/2020,,,0,0,,,None,None,X,50013333,50013333,,,ORGUNIT,ORGUNIT,6258364,6258364,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,1,1,Insignificant,Insignificant,11,11,15,15,15,15,Unlikely,Unlikely,0.15,0.15,L,L,Low,Low,1.65,1.65,1,1,Insignificant,Insignificant,11,11,15,15,15,15,Unlikely,Unlikely,0.15,0.15,L,L,Low,Low,1.65,1.65,1,1,Insignificant,Insignificant,11,11,15,15,15,15,Unlikely,,0.15,0.15,L,L,Low,Low,1.65,1.65,L,L,Low,Low,,0,59:03.4
1626,1/01/2021,1/07/2021,RS,,50014096,Community unrest,Community unrest,Active,Active,20046082,20046082,23/06/2020,23/06/2020,,,50000785,50000785,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20064909,20064909,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,95,95,95,95,95,95,Almost Certain,Almost Certain,0.95,0.95,VH,VH,Very High,Very High,90.25,90.25,5,5,Catastrophic,Catastrophic,95,95,63,63,63,63,Likely,Likely,0.63,0.63,VH,VH,Very High,Very High,59.85,59.85,5,5,Catastrophic,Catastrophic,95,95,42.65,42.65,42,42,Possible,,0.4265,0.4265,VH,VH,Very High,Very High,40.5175,40.5175,VH,VH,Very High,Very High,,0,59:03.4
1627,1/01/2021,1/07/2021,RS,,50014097,Loss of social licence to operate,Loss of social licence to operate,Active,Active,20046082,20046082,23/06/2020,23/06/2020,,,50004363,50004363,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1628,1/01/2021,1/07/2021,RS,,50014098,Country risk,Country risk,Active,Active,20046082,20046082,3/03/2021,3/03/2021,,,50010542,50010542,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,4,,Major,0,80,0,95,0,95,,Almost Certain,0,0.95,,VH,,Very High,0,76,0,4,,Major,0,80,0,81,0,81,,Almost Certain,0,0.81,,VH,,Very High,0,64.8,0,4,,Major,0,80,0,77,0,77,Likely,,0,0.77,,VH,,Very High,0,61.6,L,VH,Low,Very High,,0,59:03.4
1629,1/01/2021,1/07/2021,RS,,50014099,Resistance to relocation of households,Resistance to relocation of households,Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50011938,50011938,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1630,1/01/2021,1/07/2021,RS,,50014100,Resistance to relocation of graves,Resistance to relocation of graves,Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50011939,50011939,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1631,1/01/2021,1/07/2021,RS,,50014101,Social system failure (mine in closure),Social system failure (mine in closure),Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50003664,50003664,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1632,1/01/2021,1/07/2021,RS,,50014102,Uncoordinated communication to community,Uncoordinated communication to community,Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50013480,50013480,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1633,1/01/2021,1/07/2021,RS,,50014103,Land claims granted-relocation projects,Land claims granted-relocation projects,Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50004510,50004510,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1634,1/01/2021,1/07/2021,RS,,50014104,Non-compliance to mining charter,Non-compliance to mining charter,Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50001971,50001971,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1635,1/01/2021,1/07/2021,RS,,50014105,Non-compliance to SLP,Non-compliance to SLP,Active,Active,20072532,20072532,5/08/2020,5/08/2020,,,50001972,50001972,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,55,55,80,80,80,80,Likely,Likely,0.8,0.8,H,H,High,High,44,44,3,3,Moderate,Moderate,55,55,80,80,80,80,Likely,Likely,0.8,0.8,H,H,High,High,44,44,3,3,Moderate,Moderate,55,55,80,80,80,80,Likely,,0.8,0.8,H,H,High,High,44,44,H,H,High,High,,0,59:03.4
1636,1/01/2021,1/07/2021,RS,,50014106,Non-compliance to BBBEE,Non-compliance to BBBEE,Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50001948,50001948,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1637,1/01/2021,1/07/2021,RS,,50014108,Non-compl DMR resettlement guidelines,Non-compl DMR resettlement guidelines,Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50013475,50013475,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1638,1/01/2021,1/07/2021,RS,,50014109,Non-compliance to the Companies Act,Non-compliance to the Companies Act,Active,Active,20046082,20046082,19/06/2020,19/06/2020,,,50001950,50001950,X,X,Copy,Copy,X,50014095,50014095,,,ORGUNIT,ORGUNIT,20075398,20075398,0BOWTIE,0BOWTIE,Operational,,19/06/2020,19/06/2020,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1639,1/01/2021,1/07/2021,RS,,50014157,Unauthorised access (Illegal entry),Unauthorised access (Illegal entry),Active,Active,20046082,20046082,26/06/2020,26/06/2020,,,50002019,50002019,X,X,Copy,Copy,X,50014156,50014156,,,ACTIVITY,ACTIVITY,20115248,20115248,0BOWTIE,0BOWTIE,Operational,,26/06/2020,26/06/2020,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,85,85,85,85,Almost Certain,Almost Certain,0.85,0.85,VH,VH,Very High,Very High,85,85,5,5,Catastrophic,Catastrophic,100,100,35,35,35,35,Unlikely,Unlikely,0.35,0.35,VH,VH,Very High,Very High,35,35,5,5,Catastrophic,Catastrophic,100,100,25,25,25,25,Unlikely,,0.25,0.25,VH,VH,Very High,Very High,25,25,VH,VH,Very High,Very High,,0,59:03.4
